478ab087,14,19
k8m26n,29,34
c81c2137,14,6
1giii28,28,11
2a20cf0,22,26
1321001030220000,4,20
4b0f4cf2,17,20
545223525514,6,5
35fh39ab,18,36
285egb45,17,32
6255603101,7,35
khbmn9,36,25
355342254203,6,32
332000003113320,4,2
30oiook,29,16
92865g,36,18
4251657072,8,27
464p3h8,27,26
xfq2si,34,13
df637g,29,6
2pfkb8g,29,10
bei0532,19,18
12mor5j,31,26
13053443141,6,19
28439a20,18,17
q7n96a,29,35
2241074573,9,32
1564955749,10,2
1a8d43de,19,-34
3285523372,9,28
4710444e,17,34
67g8gd,24,-21
i5ondb,25,13
1010011101001000010000000100001,2,30
2111110112022110000,3,23
802131016,9,31
18gii92,20,9
3130003153303,5,10
1212022000202210102,3,33
168979c27,13,6
32823996,14,26
16edec5,34,24
10653101145,7,6
3704885607,9,4
13303001343010,5,14
thq5bg,36,16
138030531,10,26
310310000211220,4,18
8h4fhhn,24,3
542021033134,6,25
gc8dn6,35,4
4l750mc,27,5
44d7a049,16,18
53kd4di,26,8
3f94ps,31,23
1101111010110101000000101011101,2,4
11121212022121000221,3,7
tu6a0h,31,16
1v7682k,32,37
6ebff37,20,22
7h9267e,25,36
1fpu4b,35,32
471b643a7,12,4
p1jprk,34,37
763e93i,25,34
39e71ea,21,4
26eh531,30,6
ae8bb6k,24,5
23221305240,6,16
111100110011000011100010100110,2,5
4a74876,18,20
1452a1c,18,35
bc43bb1b,15,31
2a8g4bk,27,5
4a1570800,11,6
wginvg,36,25
1847ge7b,18,29
1496541027,10,30
32b133853,12,25
1mf6h0.,31,12
560060a73,11,10
523d27dg,16,13
12i612j9,21,7
1399136aa,14,23
mk0pkh,0,10
8xix53,36,6
28.015401,9,24
1e4fa87f,16,27
a3a47a87,15,5
2110303233001,5,24
10166160264,7,37
213nafi,26,10
2klkpge,26,36
14511b879,13,-11
6b2f999,25,29
4ge3608,18,24
n2l0q9,28,24
329a4288,18,23
1d4urn8,34,33
2jpgpff,26,21
1100110110011010010111011110000,2,26
1b716a17b,12,4
jnd7ss,34,14
1665365668,9,4
10222112210110021120,3,5
334203150214,6,19
212512434004,6,19
47012c2,24,34
1145a3214,0,6
2ijgoe1,30,32
1jmlbmf,32,36
c.66b1a,22,29
6clahae,22,23
1ba52fie,19,18
s398o5,29,25
r8cmbb,36,13
221422403234,5,2
1779435144,10,30
40011304621,7,27
i4kckeb,21,8
31f7c7ce,17,19
b582a6k,21,12
1010011322032230,4,3
1110111000101000011010100110,2,28
3flopff,26,30
2423042333241,5,14
df7641c,16,36
3eg4mb4,27,4
259.17628,11,15
24f3f00d,18,24
53126552454,7,9
4a86i68,20,15
11112221120111202,3,28
764a8gg,19,5
1022111002200012022,3,21
2iml05d,30,2
8iu8sc,31,24
1b4d2sc,30,3
10022120211121111222,3,15
17l8lo3,25,11
54g015o,27,26
18a1134.a,12,6
6jif167,23,34
mbthap,33,6
173429731,12,32
2407337062,9,2
200403511420,6,33
2ec5nfm,28,5
54135103035,6,-36
36d27gk,28,5
2b06c472,16,34
330312033031103,4,32
ig21k6f,22,17
111011110011000001101000010011,2,35
4b2dagc,28,33
1q4j5rc,32,31
pnq364,29,7
d04heb7,21,6
c1o86o,32,22
ie72042,19,24
513301022,9,28
16mqolh,32,25
1i2k520,31,27
1021001202101001222,3,16
2b54a1800,12,15
5107273037,9,31
321232321110220,4,5
i2j80s,35,21
33232121031311,4,6
39057495,13,2
1755342237,8,2
62132103221,7,18
32024231232.1,5,6
1010c35a6,13,3
1203011332102201,4,20
579028769,10,32
510a7h9,27,17
100101111000010101011010010011,2,22
111221500240,6,22
19k5ogu,34,6
2052552d,18,14
363126998,10,12
h47dhff,18,22
195a9c145,13,-16
2115851828,10,27
atartq,30,6
18hdbdh,25,10
aj9d44d,23,31
34325545035,6,30
ofun73,36,25
o5hc6x,36,30
4302201423314,5,32
1111010101100110001010010,2,34
tue9c3,31,17
kdb9e0,30,2
1001010001100101011010110111,2,20
11331444303233,5,21
595nk3g,25,22
2a5639308,12,33
5claq09,27,31
16i1akb6,20,27
558210741,11,25
1auaoio,32,36
31ale5j,25,18
35ed7c3e,17,20
23d2a317,14,17
1002403001202,5,35
1b9g776g,19,35
ifj8b1f,21,11
2h6655h,23,21
1g2e4gb6,18,2
16g4996,17,35
10200201012102020211,3,4
304302414413,6,16
1g200am,27,2
659ad962,14,18
1110110111110001000100101101001,2,15
38gn6mm,25,28
189a644716,10,6
844mjg7,25,6
77iiakb,24,17
62jjb9j,23,7
1ea95462,18,22
17440671.52,8,36
4044555612,7,31
203031330213012,4,37
11011102100011221201,3,21
c47cc366,13,22
4jf9boj,27,15
8aik0jn,24,19
26d991d3,16,29
86l03a4,25,19
hh95d87,22,36
d2aac8b9,14,36
7dbcdb82,15,31
1405842149,10,28
254043014105,6,15
ai2heg5,20,14
am10hi2,24,27
12220223131023,4,21
33cpm3g,29,14
237b0g0,19,14
241553422400,6,10
23e32c7,24,8
4c71831a,17,37
561244496,11,17
9de72593,15,27
2g5c7ec,22,13
16ph9bj,29,18
35d06468,17,23
1cr4cqu,34,9
66862ke,25,13
11123000211142,5,23
221001212201022212,3,12
1914930519,10,11
341320102515,6,13
149b36483,14,31
dcjacaf,22,11
dd74ieh,23,22
750153311,8,29
6992aaa3,11,20
2pitdc0,30,37
1bjg9ji2,20,16
301424255041,6,31
d6204056,14,30
423125520225,6,31
e6ii14j,21,18
33bmcl8,26,17
d7b8483,14,22
10011340312224,5,10
1irljmo,28,4
66591983,16,18
3b2d256,15,30
5h9ij1g,22,19
46352792,14,10
2cldb0a,30,19
1323012313031310,4,18
54a6889d,14,4
11aa456a7,11,5
25bfiu,35,30
9oqfrk,28,25
1110001110110100111110000100101,2,-30
221020101001001020,3,9
3i7gagb,27,22
dcmtrm,33,27
2832037b,18,25
164422126,13,3
69e34735,15,10
47dfdfb,19,4
lcbnds,34,35
skxsk,34,5
6e669fd2,16,17
2mln0dc,27,30
1163406657,8,37
1c2552002,13,25
2621ac075,13,29
31ng5ec,28,8
187qmpl,30,12
o3j0m3,34,29
2007gb2b,17,7
i012ki,36,30
b6h8h1c,18,33
56141111651,7,27
178304f7,17,4
da3c2bc,19,8
i3bln2,32,4
253450512205,6,21
sforeu,34,23
eogd7h,30,11
1104404569,10,23
1231122001301211,4,32
gl8o68,26,25
155.3157405,8,4
6d8dani,24,34
100221111110121001,3,33
177iq4d,31,21
19d83cf1,18,7
22332320321321,4,32
4378783374,9,36
2rp3mpp,29,18
33b6a46a,16,32
16no8g,25,10
8ma6gm,23,7
1778786663,9,21
678nl8i,25,37
11140010431312,5,2
q85g1jl,26,14
54c7lfh,22,37
2vgab2t,31,16
6e9ca66,18,33
bac79hb,22,25
4552263636,7,20
56eh9jh,25,13
64e4jlc,25,35
3qbr1,34,21
14sf3v5,35,36
3uj68a,32,10
c52aacd0,15,23
jm7g22,26,27
4k2bkp7,26,2
1c82bb418,13,29
424111135305,6,28
bge82cc,20,8
11c7105,13,25
dbqifk,32,9
39239630,11,9
348r5.e,28,2
gm3o2j,33,24
45526503413,7,17
55ie2pe,27,18
1896bri,32,16
2284d08a,14,4
1c6ci17,30,29
1123122110111130,4,22
8452beb,15,6
102464612636,7,9
ij9s2s,32,26
7a22cac,19,35
911b255c,14,24
1010010000110100010111110001001,2,24
240274700,13,26
129l2ih,24,17
niwdor,35,25
54f6b5d,25,26
352355350524,6,16
gb0gg47,21,14
441727014,12,21
916854009,10,31
1e7j12bi,19,34
24jc9bh,24,17
5124215418,9,30
37drffk,29,24
1c2bi2a6,19,22
4a9449885,12,35
26pi5nd,29,5
4a0900d8,13,5
110022022002222110.0,3,2
179849e4,20,24
7115175,19,16
1522304373,10,21
125943026,13,20
3n60i34,27,5
b3728414,14,36
1712150735,8,20
e4k54l,22,8
1krrhk3,30,22
1th6qqs,30,22
102529030,13,14
3dlpnr0,28,8
322143342033,6,14
182257f8,20,9
2220220220222202012,3,2
hlg29g9,22,27
6klaml,30,28
1201313120021103,4,35
5mlfcu,36,2
13334320243144,5,30
10020121012121000,3,10
d6urjt,33,3
5cu57q,34,23
11673216160,8,29
m3qap0,30,36
